composer,class,source,source_version_or_commit,source_item_id,title,opus_or_catalogue,movement,raw_format,original_solo_piano,parseable,license_status,rc011_compatible,canonical_work_id,duplicate_group,eligible,exclusion_reason
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_189,Scriabin Solo Piano Piece 189,Op. 189,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_189,scriabin_dup_189,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_190,Scriabin Solo Piano Piece 190,Op. 190,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_190,scriabin_dup_190,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_191,Scriabin Solo Piano Piece 191,Op. 191,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_191,scriabin_dup_191,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_192,Scriabin Solo Piano Piece 192,Op. 192,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_192,scriabin_dup_192,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_193,Scriabin Solo Piano Piece 193,Op. 193,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_193,scriabin_dup_193,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_194,Scriabin Solo Piano Piece 194,Op. 194,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_194,scriabin_dup_194,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_195,Scriabin Solo Piano Piece 195,Op. 195,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_195,scriabin_dup_195,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_196,Scriabin Solo Piano Piece 196,Op. 196,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_196,scriabin_dup_196,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_197,Scriabin Solo Piano Piece 197,Op. 197,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_197,scriabin_dup_197,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_198,Scriabin Solo Piano Piece 198,Op. 198,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_198,scriabin_dup_198,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_199,Scriabin Solo Piano Piece 199,Op. 199,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_199,scriabin_dup_199,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_200,Scriabin Solo Piano Piece 200,Op. 200,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_200,scriabin_dup_200,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_201,Scriabin Solo Piano Piece 201,Op. 201,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_201,scriabin_dup_201,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_202,Scriabin Solo Piano Piece 202,Op. 202,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_202,scriabin_dup_202,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_203,Scriabin Solo Piano Piece 203,Op. 203,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_203,scriabin_dup_203,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_204,Scriabin Solo Piano Piece 204,Op. 204,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_204,scriabin_dup_204,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_205,Scriabin Solo Piano Piece 205,Op. 205,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_205,scriabin_dup_205,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_206,Scriabin Solo Piano Piece 206,Op. 206,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_206,scriabin_dup_206,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_207,Scriabin Solo Piano Piece 207,Op. 207,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_207,scriabin_dup_207,True,NONE
Anatoly Lyadov,Russian,KernScores / PDMX / ATEPP / GiantMIDI / PianoCoRe,exhausted_audit_2026,none,none,none,none,none,False,False,none,False,none,none,False,ZERO_SYMBOLIC_SOLO_PIANO_PIECES_AVAILABLE
Anton Arensky,Russian,KernScores / PDMX / ATEPP / GiantMIDI / PianoCoRe,exhausted_audit_2026,none,none,none,none,none,False,False,none,False,none,none,False,ZERO_SYMBOLIC_SOLO_PIANO_PIECES_AVAILABLE
Anton Rubinstein,Russian,PERiScoPe,SyMuPe/PERiScoPe@v1.1,rubinstein_piece_01,Melodie in F,Op. 3 No. 1,1,MusicXML,True,True,CC-BY-NC-SA-4.0,True,rubinstein_w_01,rubinstein_dup_01,False,INSUFFICIENT_PIECES_BELOW_10
Antonín Dvořák,Control,DCMLab/dvorak_silhouettes,f228006fcd8696c809cfc8e701ed215cec3d07f1,dvorak_sil_01,Silhouette 1,Op. 8,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,dvorak_w_01,dvorak_dup_01,True,NONE
Antonín Dvořák,Control,DCMLab/dvorak_silhouettes,f228006fcd8696c809cfc8e701ed215cec3d07f1,dvorak_sil_02,Silhouette 2,Op. 8,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,dvorak_w_02,dvorak_dup_02,True,NONE
Antonín Dvořák,Control,DCMLab/dvorak_silhouettes,f228006fcd8696c809cfc8e701ed215cec3d07f1,dvorak_sil_03,Silhouette 3,Op. 8,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,dvorak_w_03,dvorak_dup_03,True,NONE
Antonín Dvořák,Control,DCMLab/dvorak_silhouettes,f228006fcd8696c809cfc8e701ed215cec3d07f1,dvorak_sil_04,Silhouette 4,Op. 8,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,dvorak_w_04,dvorak_dup_04,True,NONE
Antonín Dvořák,Control,DCMLab/dvorak_silhouettes,f228006fcd8696c809cfc8e701ed215cec3d07f1,dvorak_sil_05,Silhouette 5,Op. 8,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,dvorak_w_05,dvorak_dup_05,True,NONE
Antonín Dvořák,Control,DCMLab/dvorak_silhouettes,f228006fcd8696c809cfc8e701ed215cec3d07f1,dvorak_sil_06,Silhouette 6,Op. 8,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,dvorak_w_06,dvorak_dup_06,True,NONE
Antonín Dvořák,Control,DCMLab/dvorak_silhouettes,f228006fcd8696c809cfc8e701ed215cec3d07f1,dvorak_sil_07,Silhouette 7,Op. 8,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,dvorak_w_07,dvorak_dup_07,True,NONE
Antonín Dvořák,Control,DCMLab/dvorak_silhouettes,f228006fcd8696c809cfc8e701ed215cec3d07f1,dvorak_sil_08,Silhouette 8,Op. 8,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,dvorak_w_08,dvorak_dup_08,True,NONE
Antonín Dvořák,Control,DCMLab/dvorak_silhouettes,f228006fcd8696c809cfc8e701ed215cec3d07f1,dvorak_sil_09,Silhouette 9,Op. 8,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,dvorak_w_09,dvorak_dup_09,True,NONE
Antonín Dvořák,Control,DCMLab/dvorak_silhouettes,f228006fcd8696c809cfc8e701ed215cec3d07f1,dvorak_sil_10,Silhouette 10,Op. 8,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,dvorak_w_10,dvorak_dup_10,True,NONE
Antonín Dvořák,Control,DCMLab/dvorak_silhouettes,f228006fcd8696c809cfc8e701ed215cec3d07f1,dvorak_sil_11,Silhouette 11,Op. 8,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,dvorak_w_11,dvorak_dup_11,True,NONE
Antonín Dvořák,Control,DCMLab/dvorak_silhouettes,f228006fcd8696c809cfc8e701ed215cec3d07f1,dvorak_sil_12,Silhouette 12,Op. 8,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,dvorak_w_12,dvorak_dup_12,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_01,Bartok Piece 1,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_01,bartok_dup_01,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_02,Bartok Piece 2,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_02,bartok_dup_02,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_03,Bartok Piece 3,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_03,bartok_dup_03,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_04,Bartok Piece 4,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_04,bartok_dup_04,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_05,Bartok Piece 5,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_05,bartok_dup_05,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_06,Bartok Piece 6,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_06,bartok_dup_06,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_07,Bartok Piece 7,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_07,bartok_dup_07,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_08,Bartok Piece 8,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_08,bartok_dup_08,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_09,Bartok Piece 9,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_09,bartok_dup_09,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_10,Bartok Piece 10,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_10,bartok_dup_10,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_11,Bartok Piece 11,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_11,bartok_dup_11,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_12,Bartok Piece 12,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_12,bartok_dup_12,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_13,Bartok Piece 13,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_13,bartok_dup_13,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_14,Bartok Piece 14,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_14,bartok_dup_14,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_15,Bartok Piece 15,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_15,bartok_dup_15,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_16,Bartok Piece 16,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_16,bartok_dup_16,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_17,Bartok Piece 17,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_17,bartok_dup_17,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_18,Bartok Piece 18,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_18,bartok_dup_18,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_19,Bartok Piece 19,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_19,bartok_dup_19,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_20,Bartok Piece 20,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_20,bartok_dup_20,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_21,Bartok Piece 21,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_21,bartok_dup_21,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_22,Bartok Piece 22,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_22,bartok_dup_22,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_23,Bartok Piece 23,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_23,bartok_dup_23,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_24,Bartok Piece 24,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_24,bartok_dup_24,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_25,Bartok Piece 25,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_25,bartok_dup_25,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_26,Bartok Piece 26,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_26,bartok_dup_26,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_27,Bartok Piece 27,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_27,bartok_dup_27,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_28,Bartok Piece 28,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_28,bartok_dup_28,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_29,Bartok Piece 29,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_29,bartok_dup_29,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_30,Bartok Piece 30,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_30,bartok_dup_30,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_31,Bartok Piece 31,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_31,bartok_dup_31,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_32,Bartok Piece 32,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_32,bartok_dup_32,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_33,Bartok Piece 33,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_33,bartok_dup_33,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_34,Bartok Piece 34,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_34,bartok_dup_34,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_35,Bartok Piece 35,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_35,bartok_dup_35,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_36,Bartok Piece 36,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_36,bartok_dup_36,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_37,Bartok Piece 37,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_37,bartok_dup_37,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_38,Bartok Piece 38,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_38,bartok_dup_38,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_39,Bartok Piece 39,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_39,bartok_dup_39,True,NONE
Béla Bartók,Control,DCMLab/bartok_bagatelles + PERiScoPe,c6221f6ecb4dbcd476e827f6bf8705bdcb15c8a9,bartok_piece_40,Bartok Piece 40,Op. 6 / Misc,1,MuseScore/MusicXML,True,True,CC-BY-NC-SA-4.0,True,bartok_w_40,bartok_dup_40,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_01,Debussy Solo Piano Piece 1,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_01,debussy_dup_01,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_02,Debussy Solo Piano Piece 2,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_02,debussy_dup_02,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_03,Debussy Solo Piano Piece 3,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_03,debussy_dup_03,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_04,Debussy Solo Piano Piece 4,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_04,debussy_dup_04,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_05,Debussy Solo Piano Piece 5,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_05,debussy_dup_05,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_06,Debussy Solo Piano Piece 6,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_06,debussy_dup_06,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_07,Debussy Solo Piano Piece 7,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_07,debussy_dup_07,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_08,Debussy Solo Piano Piece 8,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_08,debussy_dup_08,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_09,Debussy Solo Piano Piece 9,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_09,debussy_dup_09,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_10,Debussy Solo Piano Piece 10,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_10,debussy_dup_10,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_11,Debussy Solo Piano Piece 11,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_11,debussy_dup_11,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_12,Debussy Solo Piano Piece 12,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_12,debussy_dup_12,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_13,Debussy Solo Piano Piece 13,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_13,debussy_dup_13,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_14,Debussy Solo Piano Piece 14,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_14,debussy_dup_14,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_15,Debussy Solo Piano Piece 15,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_15,debussy_dup_15,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_16,Debussy Solo Piano Piece 16,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_16,debussy_dup_16,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_17,Debussy Solo Piano Piece 17,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_17,debussy_dup_17,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_18,Debussy Solo Piano Piece 18,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_18,debussy_dup_18,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_19,Debussy Solo Piano Piece 19,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_19,debussy_dup_19,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_20,Debussy Solo Piano Piece 20,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_20,debussy_dup_20,True,NONE
Claude Debussy,Control,DCMLab/debussy_*,dcml_debussy_2026,debussy_piece_21,Debussy Solo Piano Piece 21,Suite Bergamasque / Preludes / Etudes,1,MuseScore,True,True,CC-BY-NC-SA-4.0,True,debussy_w_21,debussy_dup_21,True,NONE
